categoria,chave,ingles,russo,portugues
Names,itm_neck_spiky_desc,"With it’s spikes pointed inwards, I should never fall asleep with this on.","Поскольку его шипы направлены внутрь, я никогда не засну в нём.","Com os espinhos voltados para dentro, nunca devo adormecer com isso."
Names,itm_neck_vitality,Necklace Of Vitality,Ожерелье жизненной силы,Colar da Vitalidade
Names,itm_neck_unburden,Medallion Of Constitution,Медальон телосложения,Medalhão da Constituição
Names,itm_neck_unburden_desc,This medallion can make the wearer feel less burden.,Этот медальон может облегчить владельцу чувство бремени.,Este medalhão pode fazer o portador sentir menos o peso da carga.
Names,itm_ring_eyevoid,Eye Of The Void,Глаз Пустоты,Olho do Vazio
Names,itm_ring_eyevoid_desc,It seems to be staring back at you.,"Кажется что, он смотрит на тебя.",Parece olhar de volta para você.
Names,itm_neck_purity,Pendant Of Purity,Кулон Чистоты,Pingente da Pureza
Names,itm_neck_purity_desc,Great craftsmanship.,Отличное мастерство.,Artesanato de grande qualidade.
Names,itm_shovel_archeology,Archeology Shovel,Археологическая лопата,Pá de Arqueologia
Names,itm_shovel_archeology_desc,I can use this to discover hidden treasures!,"Я могу использовать это, чтобы обнаружить спрятанные сокровища!",Posso usar isto para descobrir tesouros escondidos!
Names,itm_artefact_visibility,Tablet of True Sight,Табличка истинного зрения,Tábua da Visão Verdadeira
Names,itm_artefact_visibility_desc,"A tablet divided into four runes, that can make invisible items visible.","Табличка, разделенная на четыре руны, позволяющая сделать невидимые предметы видимыми.",Uma tábua dividida em quatro runas capaz de tornar visíveis itens invisíveis.
Names,itm_artefact_hourglass,Hourglass,Песочные часы,Ampulheta
Names,itm_artefact_hourglass_desc,This mysterious artefact can accelerate the time until midnight.,Этот загадочный артефакт способен ускорить время до полуночи.,Este misterioso artefato pode acelerar o tempo até a meia-noite.
Names,itm_milkweed_medallion,Milkweed Medallion,Медальон из молочая,Medalhão de Erva-Leiteira
Names,itm_milkweed_medallion_desc,"Using the legendary Milkweed grass, this medallion can unlock all magic locks.","Используя легендарную траву Молочая, этот медальон может открыть все магические замки.","Usando a lendária erva-leiteira, este medalhão pode abrir todas as fechaduras mágicas."
Names,itm_respec_rune,Re-specialization Rune,Руна повторной специализации,Runa de Re-especialização
Names,itm_respec_rune_desc,Unlearn all the talents and regains all the attribute points that I have spent.,Отучите все таланты и восстановите все потраченные очки атрибутов.,Desaprende todos os talentos e recupera todos os pontos de atributo gastos.
Names,itm_fished_casket,Watertight Casket,Водонепроницаемая шкатулка,Cofre Estanque
Names,itm_fished_casket_desc,This casket seems to have been under water for a very long time. I should see what is inside it.,"Кажется, этот гроб очень долго находился под водой.  Я должен посмотреть, что у него внутри.",Este cofre parece ter ficado debaixo d'água por muito tempo. Preciso ver o que há dentro.
Names,itm_fished_casket_b,Decorated Casket,Украшенная шкатулка,Cofre Decorado
Names,itm_fished_casket_b_desc,This highly decorated casket seems to have been lost underwater. I am sure it can contain great treasures.,"Эта богато украшенная шкатулка, похоже, затерялась под водой.  Я уверен, что здесь могут храниться великие сокровища.",Este cofre ricamente decorado parece ter se perdido debaixo d'água. Tenho certeza de que pode conter grandes tesouros.
Names,itm_pickaxe,Pickaxe,Кирка,Picareta
Names,itm_pickaxe_desc,"A miner’s tool, usable near ore veins.","Инструмент шахтера, используемый вблизи рудных жил.","Ferramenta de mineiro, utilizável perto de veios de minério."
Names,im_fishrod,Fishing Rod,Удочка,Vara de Pesca
Names,im_fishrod_desc,A simple fishing rod. Use near water where you can see fishes.,"Простая удочка.  Используйте вблизи воды, где можно увидеть рыб.",Uma vara de pesca simples. Use perto da água onde dá para ver peixes.
Names,im_fishrod_dwarf,Dwarven Fishing Rod,Гномья удочка,Vara de Pesca Anã
Names,im_fishrod_dwarf_desc,A very intricate fishing rod. In high level waters has a 7-21% change to catch something else than a fish. Maybe some lost treasure…,"Очень сложная удочка для ловли рыбы. При высоком уровне воды вероятность поймать что-то другое составляет от 7 до 21%. Возможно, какое-нибудь потерянное сокровище...","Uma vara de pesca muito elaborada. Em águas de nível alto, tem 7-21% de chance de pescar algo diferente de um peixe. Talvez um tesouro perdido…"
Names,itm_scroll_sacrality,Scroll Of Sacrality,Свиток Сакральности,Pergaminho de Sacralidade
Names,itm_scroll_cleave,Scroll Of Cleave,Свиток Раскола,Pergaminho de Golpe Amplo
Names,itm_scroll_bow,Blessing of War Scroll,Свиток Благословение войны,Pergaminho de Bênção de Guerra
Names,itm_scroll_shieldslam,Scroll Of Shield Slam,Свиток удара щитом,Pergaminho de Martelada de Escudo
Names,itm_scroll_groundslam,Scroll Of Ground Slam,Свиток удара по земле,Pergaminho de Golpe no Chão
Names,itm_scroll_sworddance,Scroll Of Sword Dance,Свиток танца смерти,Pergaminho de Dança das Espadas
Names,itm_scroll_shieldcharge,Scroll Of Shield Charge,Свиток заряда щита,Pergaminho de Investida de Escudo
Names,itm_scroll_exorcism,Scroll Of Exorcism,Свиток экзорцизма,Pergaminho de Exorcismo
Names,itm_scroll_powerarrow,Scroll Of Power Arrow,Свиток Стрелы Силы,Pergaminho de Flecha Poderosa
Names,itm_coins,Coins,Монеты,Moedas
Names,itm_coins_desc,Merchants will be interested in these.,В этом будут заинтересованы торговцы.,Os mercadores vão se interessar por estas.
Names,itm_food_apple,Shiny Apple,Блестящее яблоко,Maçã Brilhante
Names,itm_food_old_wine,100’ Years Old Wine,Старое 100’ летнее вино,Vinho com 100 Anos
Names,itm_food_old_wine_desc,"“If an angel out of heaven brings you other things to drink, thank him for his kind attentions, go and pour them down the sink.”
In memoriam G. H.","“Если ангелы свыше тебе принесут, выпить нечто иное в красивой бутыли, благодарность отвесь – ну а как отойдут, в раковину поскорей ты бурду эту слей.”
В память о Г.К. Честертоне","""Se um anjo dos céus te trouxer outras bebidas, agradeça pelas suas gentis atenções, vá e despeje-as na pia.""\nIn memoriam G. H."
Names,itm_food_bread,Soft Bread,Мягкий хлеб,Pão Macio
Names,itm_food_meat,Salted Meat,Соленое мясо,Carne Salgada
Names,itm_food_wine,Wine,Вино,Vinho
Names,itm_food_fish,Smoked Northern Pike,Копченая северная щука,Lúcio Defumado
Names,itm_food_fish_desc,Smells a bit fishy.,Пахнет немного рыбно.,Tem um cheirinho de peixe.
Names,itm_food_mushroom,Edible Cave Mushroom,Съедобный пещерный гриб,Cogumelo de Caverna Comestível
Names,itm_food_mushroom_desc,Tasteless and odorless. A good chewing exercise.,"Безвкусный и без запаха. Подойдет если захочется, что-то пожувать.",Sem gosto e sem cheiro. Um bom exercício de mastigação.
Names,itm_food_beerkeglight,Barrel Of Light Beer,Бочонок светлого пива,Barril de Cerveja Leve
Names,itm_food_beerkegstrong,Barrel Of Dark Beer,Бочонок темного пива,Barril de Cerveja Escura
Names,itm_food_smallpint,Small Pint,Маленькая пинта,Caneca Pequena
Names,itm_food_brandy,Brandy,Брэнди,Conhaque
Names,itm_food_meadskin,Skin Of Mead,Медовуха,Odre de Hidromel
Names,itm_food_honey,Acacia Honey,Акациевый мед,Mel de Acácia
Names,itm_food_haunch,Haunch Of Pork,Окорок из свинины,Pernil de Porco
Names,itm_food_roastrabbit,Roast Rabbit,Жареный кролик,Coelho Assado
Names,itm_food_roastcrablegs,Roast Crab Claw,Жареная крабовая клешня,Pata de Caranguejo Assada
Names,itm_food_roastchicken,Roast Chicken,Жареный цыпленок,Frango Assado
Names,itm_food_poachedmackerel,Poached Mackerel,Скумбрия-пашот,Cavalinha Pochada
Names,itm_food_braisedcrab,Braised Crab,Тушеный краб,Caranguejo Braseado
Names,itm_food_smokedmountainwhitefish,Smoked Mountain Whitefish,Копченый горный сиг,Peixe Branco da Montanha Defumado
Names,itm_food_sparkherringdelight,Sparkling Herring Delight,Жареная селедка,Delícia de Arenque Brilhante
Names,itm_food_troutfillet,Trout Fillet,Филе форели,Filé de Truta
Names,itm_food_grilledboarribs,Grilled Boar Ribs,Жареные кабаньи ребрышки,Costelinha de Javali Grelhada
Names,itm_food_sauscisson,Saucisson,Сосиска,Saucisson
Names,itm_food_pate,Pâté,Паштет,Patê
Names,itm_food_eggybread,Eggy Bread,Яичный хлеб,Rabanada
Names,itm_food_salmonfillet,Filet Of Salmon,Филе Лосося,Filé de Salmão
Names,itm_food_bakedcatfish,Baked Catfish,Запеченный сом,Bagre Assado
Names,itm_food_smokedcavegarra,Smoked Cave Garra,Копченая пещера Гарра,Garra de Caverna Defumada
Names,itm_food_roastcaveeel,Roast Cave Squid,Жареный пещерный кальмар,Lula de Caverna Assada
Names,itm_food_grilledkingmackerel,Grilled King Mackerel,Королевская скумбрия на гриле,Cavalinha Real Grelhada
Names,itm_food_deepfriedmushrooms,Deep Fried Mushrooms,Жареные грибы,Cogumelos Fritos
Names,itm_food_fishchips,Fish & Chips,Рыба и чипсы,Fish & Chips
Names,itm_food_porkstew,Pork Stew,Свиное рагу,Ensopado de Porco
Names,itm_food_applepie,Apple Pie,Яблочный пирог,Torta de Maçã
Names,itm_food_honeypie,Honey Pie,Медовый пирог,Torta de Mel
Names,itm_food_carefulyroastchicken,Chicken Soup,Куриный суп,Canja de Galinha
